corpus_id,entry_no,definition,present,present_1sg,imperfective,perfective,imperative,infinitive,entry_type,h_root,glottal_root,aspect_class,prefix_class,tense_present_class,set_a,plural,animate_objects,variant_present,variant_incompletive,variant_completive,variant_immediate,variant_infinitive
558,568,he/she is undressing,tanhawe'a,tekaniwe'a,tanhawesko'i,tunhawesv'i,thanhawaki,tsunhawesti,Eventful,anhaw,aniw,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
559,569,he/she is putting on clothes,tanhawo'a,tekaniwo'a,tanhawosko'i,tunhawo'v'i,thanhawotsa,tsunhawosti,Eventful,anhaw,anhiw,o,a_stem,a_present,True,False,False,1,1,1,1,1
559,569,he/she is putting on clothes,tanhawo'a,tekaniwo'a,tanhawosko'i,tunhawo'v'i,thanhawotsa,tsunhawosti,Eventful,anhaw,aniw,o,a_stem,a_present,True,False,False,1,1,1,1,1
561,571,he/she is putting fuel into a fire (refers to solid fuel),tahvthvska,tetsi'vthvska,tahvthvsko'i,tuhvthanv'i,thihvthvka,tsuhvthti,Eventful,hvt,'vt,hvsk-han,cons_stem,a_present,True,False,False,1,1,1,1,1
561,571,he/she is putting fuel into a fire (refers to solid fuel),tahvthvska,tetsi'vthvska,tahvthvsko'i,tuhvthanv'i,thihvthvka,tsuhvthti,Eventful,hvt,'vt,hvsk-han,cons_stem,a_present,True,False,True,1,1,1,1,1
562,572,he/she is tickling him/her,tayhvki'a,tetsiyvki'a,tayhvkisko'i,tuyhvkv'i,thiyvka,tsuyhvkisti,Eventful,yhvk,yvk,i-a-i,cons_stem,a_present,True,False,True,1,1,1,1,1
565,575,he/she is tying it,takhanehiha,tetsikanehiha,takhanehiho'i,tukhanelhv'i,thikhaneka,tsukhanesti,Eventful,khane,kane,hih-lh,cons_stem,a_present,True,False,False,1,1,1,1,1
565,575,he/she is tying it,takhanehiha,tetsikanehiha,takhanehiho'i,tukhanelhv'i,thikhaneka,tsukhanesti,Eventful,khane,kane,hih-lh,cons_stem,a_present,True,False,True,1,1,1,1,1
566,576,he/she is untying it,takhaneyhiha,tetsikaneyhiha,takhaneyhisko'i,tukhaneyhvhv'i,thikhaneyha,tsukhaneyhvhti,Eventful,khaneyh,kaneyh,ih-vh,cons_stem,a_present,True,False,False,1,1,1,1,2
566,576,he/she is untying it,takhaneyhiha,tetsikaneyhiha,takhaneyhisko'i,tukhaneyhvhv'i,thikhaneyha,tsukhaneyhvhti,Eventful,khaneyh,kaneyh,ih-vh,cons_stem,a_present,True,False,True,1,1,1,1,2
567,577,he/she is looking after him/her,takhanowatitoha,tetsikanowatitoha,takhanowatitoho'i,tukhanowatitolv'i,thikanowatita,tsukhanowatitasti,Eventful,khanowatit,kanowatit,be-at,cons_stem,a_present,True,False,True,1,1,1,1,1
568,578,he/she is becoming blind,takhewaka,tetsi'kewaka,takhewako'i,tukhewatsv'i,thikhewaki,tsukhewa'isti,Eventful,khewa,'kewa,become,cons_stem,a_present,True,False,False,1,1,1,1,2
568,578,he/she is becoming blind,takhewaka,tetsi'kewaka,takhewako'i,tukhewatsv'i,thikhewaki,tsukhewa'isti,Eventful,khewa,'kewa,become,cons_stem,a_present,True,False,True,1,1,1,1,2
571,581,he/she is making smoke,takhsvstiha,tetsikasvstiha,takhsvstisko'i,tukhsvsthanv'i,thikhsvsta,tsukhsvstohti,Eventful,khsvst,kasvst,cause,cons_stem,a_present,True,False,False,1,1,1,1,1
571,581,he/she is making smoke,takhsvstiha,tetsikasvstiha,takhsvstisko'i,tukhsvsthanv'i,thikhsvsta,tsukhsvstohti,Eventful,khsvst,kasvst,cause,cons_stem,a_present,True,False,True,1,1,1,1,1
571,581,he/she is making smoke,takhsvstiha,tetsikasvstiha,takhsvstisko'i,tukhsvsthanv'i,thikhsvsta,tsukhsvstohti,Eventful,khsvst,khasvst,cause,cons_stem,a_present,True,False,False,1,1,1,1,1
571,581,he/she is making smoke,takhsvstiha,tetsikasvstiha,takhsvstisko'i,tukhsvsthanv'i,thikhsvsta,tsukhsvstohti,Eventful,khsvst,khasvst,cause,cons_stem,a_present,True,False,True,1,1,1,1,1
572,582,he/she is blinking,takhthanawhska,tekakathanawhska,takhthanawhsko'i,tukhthanawhsv'i,thakhthanawha,tsukhthanawhsti,Eventful,akhthanawh,akathanawh,sk-s-a,a_stem,a_present,True,False,False,1,1,1,1,2
572,582,he/she is blinking,takhthanawhska,tekakathanawhska,takhthanawhsko'i,tukhthanawhsv'i,thakhthanawha,tsukhthanawhsti,Eventful,akhthanawh,akhathanawh,sk-s-a,a_stem,a_present,True,False,False,1,1,1,1,2
573,583,he/she is closing his eyes,takhthastiha,tekakathastiha,takhthastisko'i,tukhthasthanv'i,thakhthasta,tsukhthastohti,Eventful,akhthast,akathast,cause,a_stem,a_present,True,False,False,1,1,1,1,1
573,583,he/she is closing his eyes,takhthastiha,tekakathastiha,takhthastisko'i,tukhthasthanv'i,thakhthasta,tsukhthastohti,Eventful,akhthast,akhathast,cause,a_stem,a_present,True,False,False,1,1,1,1,1
574,584,he/she is attacking him/her,takhthileka,tetsikathileka,takhthileko'i,tukhthilvsv'i,thikathiluka,tsukhthilvsti,Eventful,khthil,kathil,go,cons_stem,a_present,True,False,True,1,1,1,1,1
574,584,he/she is attacking him/her,takhthileka,tetsikathileka,takhthileko'i,tukhthilvsv'i,thikathiluka,tsukhthilvsti,Eventful,khthil,khathil,go,cons_stem,a_present,True,False,True,1,1,1,1,1
575,585,he/she is taking off his/her glasses,takhthinvte'a,tekakathinvte'a,takhthinvtesko'i,tukhthinvtesv'i,thakhthinvtaki,tsukhthinvtesti,Eventful,akhthinvt,akathinvt,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
575,585,he/she is taking off his/her glasses,takhthinvte'a,tekakathinvte'a,takhthinvtesko'i,tukhthinvtesv'i,thakhthinvtaki,tsukhthinvtesti,Eventful,akhthinvt,akhathinvt,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
576,586,he/she is putting on glasses,takhthinvthvska,tekakathinvthvska,takhthinvthvsko'i,tukhthinvthanv'i,thakhthinvthvka,tsukhthinvthti,Eventful,akhthinvt,akathinvt,hvsk-han,a_stem,a_present,True,False,False,1,1,1,1,1
576,586,he/she is putting on glasses,takhthinvthvska,tekakathinvthvska,takhthinvthvsko'i,tukhthinvthanv'i,thakhthinvthvka,tsukhthinvthti,Eventful,akhthinvt,akhathinvt,hvsk-han,a_stem,a_present,True,False,False,1,1,1,1,1
577,587,he/she is shelling corn,takhtlhiha,tetsikatlhiha,takhtlhisko'i,tukhtlhvhv'i,thikhtlha,tsukhtlhvhti,Eventful,khtlh,katlh,ih-vh,cons_stem,a_present,True,False,False,1,1,1,1,2
577,587,he/she is shelling corn,takhtlhiha,tetsikatlhiha,takhtlhisko'i,tukhtlhvhv'i,thikhtlha,tsukhtlhvhti,Eventful,khtlh,katlh,ih-vh,cons_stem,a_present,True,False,True,1,1,1,1,2
577,587,he/she is shelling corn,takhtlhiha,tetsikatlhiha,takhtlhisko'i,tukhtlhvhv'i,thikhtlha,tsukhtlhvhti,Eventful,khtlh,khatlh,ih-vh,cons_stem,a_present,True,False,False,1,1,1,1,2
577,587,he/she is shelling corn,takhtlhiha,tetsikatlhiha,takhtlhisko'i,tukhtlhvhv'i,thikhtlha,tsukhtlhvhti,Eventful,khtlh,khatlh,ih-vh,cons_stem,a_present,True,False,True,1,1,1,1,2
578,588,he/she is snoring,takwhalaki'a,tetsikwhalaki'a,takwhalakisko'i,tukwhalakisv'i,thikwhalaki,tsukwhalakisti,Eventful,kwhala,kwhala,rev-gi,cons_stem,a_present,True,False,False,1,1,1,1,1
578,588,he/she is snoring,takwhalaki'a,tetsikwhalaki'a,takwhalakisko'i,tukwhalakisv'i,thikwhalaki,tsukwhalakisti,Eventful,kwhala,kwhala,rev-gi,cons_stem,a_present,True,False,True,1,1,1,1,1
578,588,he/she is snoring,takwhalaki'a,tetsikwhalaki'a,takwhalakisko'i,tukwhalakisv'i,thikwhalaki,tsukwhalakisti,Eventful,kwhalak,kwhalak,rev-i,cons_stem,a_present,True,False,False,1,1,1,1,1
578,588,he/she is snoring,takwhalaki'a,tetsikwhalaki'a,takwhalakisko'i,tukwhalakisv'i,thikwhalaki,tsukwhalakisti,Eventful,kwhalak,kwhalak,rev-i,cons_stem,a_present,True,False,True,1,1,1,1,1
582,592,he/she is putting on shoes,talasulhvska,tekalasulhvska,talasulhvsko'i,tulasulhanv'i,thalasulhvka,tsulasulhti,Eventful,alasul,alasul,hvsk-han,a_stem,a_present,True,False,False,1,1,1,1,1
583,593,he/she is changing shoes,talasula'iyv'a,tekalasula'iyv'a,talasula'iyvsko'i,tulasula'iyvsv'i,thalasula'iyvna,tsulasula'iyvsti,Eventful,alasula'iy,alasula'iy,v-vhs,a_stem,a_present,True,False,False,1,1,1,1,1
584,594,he/she is taking off his/her shoes,talasule'a,tekalasule'a,talasulesko'i,tulasulesv'i,thalasulaki,tsulasulesti,Eventful,alasul,alasul,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
585,595,he/she is helping him/her up,talehtiha,tetsiyaletiha,talehtisko'i,tulehthanv'i,thiyaleta,tsulehtohti,Eventful,aleht,alet,cause,a_stem,a_present,True,False,True,1,1,1,1,1
586,596,he/she is recuperating,talehisiha,tekale'isiha,talehisisko'i,tulehisanhv'i,thalehisa,tsulehisohti,Eventful,alehis,ale'is,cause,a_stem,a_present,True,False,False,1,1,2,1,1
587,597,he/she is getting up (from sitting or from involuntarily assumed prone position),talehvska,tekale'vska,talehvsko'i,tulenhv'i,thalehvka,tsulehti,Eventful,ale,ale,hvsk-nh,a_stem,a_present,True,False,False,1,1,1,1,1
589,599,he/she is taking off his/her gloves,taliyesule'a,tekaliyesule'a,taliyesulesko'i,tuliyesulesv'i,thaliyesulaki,tsuliyesulesti,Eventful,aliyesul,aliyesul,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
590,600,he/she is putting on his/her gloves,taliyesuli'a,tekaliyesuli'a,taliyesulisko'i,tuliyesulanv'i,thaliyesulvka,tsuliyesuloti,Eventful,aliyesul,aliyesul,i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
591,601,he/she is taking off his/her socks,taliyoki'a,tekaliyoki'a,taliyokisko'i,tuliyokisv'i,thaliyoki,tsuliyokisti,Eventful,aliyo,aliyo,rev-gi,a_stem,a_present,True,False,False,1,1,1,1,1
591,601,he/she is taking off his/her socks,taliyoki'a,tekaliyoki'a,taliyokisko'i,tuliyokisv'i,thaliyoki,tsuliyokisti,Eventful,aliyok,aliyok,rev-i,a_stem,a_present,True,False,False,1,1,1,1,1
592,602,he/she is putting on his/her socks,taliyohiha,tekaliyo'iha,taliyohiho'i,tuliyolhv'i,thaliyoka,tsuliyosti,Eventful,aliyo,aliyo,hih-lh,a_stem,a_present,True,False,False,1,1,1,1,1
593,603,he/she is changing his/her socks,taliyosiha,tekaliyosiha,taliyosiho'i,tuliyosvhv'i,thaliyosa,tsuliyosvhti,Eventful,aliyos,aliyos,ih-vh,a_stem,a_present,True,False,False,1,2,1,1,2
594,604,he/she is aiming at him/her,talhsostiha,tetsiyalisostiha,talhsostisko'i,tulhsosthanv'i,thiyalisosta,tsulhsostohti,Eventful,alhsost,alhisost,cause,a_stem,a_present,True,False,True,1,1,1,1,1
594,604,he/she is aiming at him/her,talhsostiha,tetsiyalisostiha,talhsostisko'i,tulhsosthanv'i,thiyalisosta,tsulhsostohti,Eventful,alhsost,alisost,cause,a_stem,a_present,True,False,True,1,1,1,1,1
596,606,they are having a trial,tanatahi'litoha,totsatahi'litoha,tanatahi'litoho'i,tunatahi'litolv'i,titsatahi'lita,tsunatahi'litasti,Eventful,atahi'lit,,be-at,a_stem,a_present,True,True,False,1,1,1,1,1
596,606,they are having a trial,tanatahi'litoha,totsatahi'litoha,tanatahi'litoho'i,tunatahi'litolv'i,titsatahi'lita,tsunatahi'litasti,Eventful,atahi'lit,,be-at,vowel_stem,a_present,True,True,False,1,1,1,1,1
597,607,they are meeting,tanatloska,totsatloska,tanatlosko'i,tunatlosv'i,titsatlohi,tsunatlohisti,Eventful,atlo,,sk-s-hi-hihst,a_stem,a_present,True,True,False,1,1,1,1,1
597,607,they are meeting,tanatloska,totsatloska,tanatlosko'i,tunatlosv'i,titsatlohi,tsunatlohisti,Eventful,atlo,,sk-s-hi-hihst,vowel_stem,a_present,True,True,False,1,1,1,1,1
598,608,they are separating,tanakaleniha,tostakaleniha,tanakalenisko'i,tunakalenvhv'i,tistakalena,tsunakalenhti,Eventful,akalen,,ih-vh,a_stem,a_present,True,True,False,1,1,1,1,1
598,608,they are separating,tanakaleniha,tostakaleniha,tanakalenisko'i,tunakalenvhv'i,tistakalena,tsunakalenhti,Eventful,akalen,,ih-vh,vowel_stem,a_present,True,True,False,1,1,1,1,1
599,609,he/she is playing with him/her,tanelhtiha,tetsiyanelhtiha,tanelhtisko'i,tunelhthanv'i,thiyanelhta,tsunelhtohti,Eventful,anelht,anelht,cause,a_stem,a_present,True,False,True,1,1,1,1,1
600,610,he/she is playing,tanelohvska,tekanelohvska,tanelohvsko'i,tunelonhv'i,thanelohvka,tsunelhti,Eventful,anelo,anelo,hvsk-nh,a_stem,a_present,True,False,False,1,1,1,1,2
601,611,they’re having church services,tanilawika,totsilawika,tanilawiko'i,tunilawitsv'i,titsilawiki,tsunilawisti,Eventful,ilawi,,become,vowel_stem,a_present,True,True,False,1,1,1,1,1
601,611,they’re having church services,tanilawika,totsilawika,tanilawiko'i,tunilawitsv'i,titsilawiki,tsunilawisti,Eventful,lawi,,become,cons_stem,a_present,True,True,False,1,1,1,1,1
601,611,they’re having church services,tanilawika,totsilawika,tanilawiko'i,tunilawitsv'i,titsilawiki,tsunilawisti,Eventful,lawi,,become,r_stem,a_present,True,True,False,1,1,1,1,1
603,613,they are adjourning,taniyeliska,totsiyeliska,taniyelisko'i,tuniyelisv'i,titsiyelihi,tsuniyelihisti,Eventful,iyeli,,sk-s-hi-hihst,vowel_stem,a_present,True,True,False,1,1,1,1,1
603,613,they are adjourning,taniyeliska,totsiyeliska,taniyelisko'i,tuniyelisv'i,titsiyelihi,tsuniyelihisti,Eventful,yeli,,sk-s-hi-hihst,cons_stem,a_present,True,True,False,1,1,1,1,1
603,613,they are adjourning,taniyeliska,totsiyeliska,taniyelisko'i,tuniyelisv'i,titsiyelihi,tsuniyelihisti,Eventful,yeli,,sk-s-hi-hihst,r_stem,a_present,True,True,False,1,1,1,1,1
604,614,he/she is shooting at him/her,tastayohiha,tetsistayohiha,tastayohiho'i,tustayolhv'i,thistayoha,tsustayosti,Eventful,stayo,stayo,hih-lh,cons_stem,a_present,True,False,False,1,1,1,2,1
604,614,he/she is shooting at him/her,tastayohiha,tetsistayohiha,tastayohiho'i,tustayolhv'i,thistayoha,tsustayosti,Eventful,stayo,stayo,hih-lh,cons_stem,a_present,True,False,True,1,1,1,2,1
605,615,he/she is splitting it,tastluska,tetsistluska,tastlusko'i,tustluyhv'i,thistluyha,tsustlusti,Eventful,stlu,stlu,sk-h-yh,cons_stem,a_present,True,False,False,1,1,1,1,1
605,615,he/she is splitting it,tastluska,tetsistluska,tastlusko'i,tustluyhv'i,thistluyha,tsustlusti,Eventful,stlu,stlu,sk-h-yh,cons_stem,a_present,True,False,True,1,1,1,1,1
606,616,he/she is sprinkling it (with liquid),tastutli'a,tetsistutli'a,tastutlisko'i,tustutlv'i,thistutla,tsustutlisti,Eventful,stutl,stutl,i-a-i,cons_stem,a_present,True,False,False,1,1,1,1,1
606,616,he/she is sprinkling it (with liquid),tastutli'a,tetsistutli'a,tastutlisko'i,tustutlv'i,thistutla,tsustutlisti,Eventful,stutl,stutl,i-a-i,cons_stem,a_present,True,False,True,1,1,1,1,1
607,617,he/she is counting it,tasehiha,tekasehiha,tasehiho'i,tuselhv'i,thaseka,tsusesti,Eventful,ase,ase,hih-lh,a_stem,a_present,True,False,False,1,1,1,1,1
608,618,he/she is cursing him/her,taskinati'a,tetsiskinati'a,taskinatisko'i,tuskinatv'i,thiskinata,tsuskinatisti,Eventful,skinat,skinat,i-a-i,cons_stem,a_present,True,False,False,1,1,1,1,1
608,618,he/she is cursing him/her,taskinati'a,tetsiskinati'a,taskinatisko'i,tuskinatv'i,thiskinata,tsuskinatisti,Eventful,skinat,skinat,i-a-i,cons_stem,a_present,True,False,True,1,1,1,1,1
609,619,he/she is clapping his/her hands,tasihthvniha,tekasihthvniha,tasihthvniho'i,tusihthvnilv'i,thasihthvnika,tsusihthvnisti,Eventful,asihthvn,asihthvn,ih-il,a_stem,a_present,True,False,False,1,1,1,1,1
610,620,he/she is getting exhausted,tasthayeska,tekasthayeska,tasthayesko'i,tusthayesv'i,thasthayehi,tsusthayehisti,Eventful,asthaye,asthaye,sk-s-hi-hihst,a_stem,a_present,True,False,False,1,1,1,1,1
611,621,it’s barking,tasuwhiska,tekasuwhiska,tasuwhisko'i,tusuwhisv'i,thasuwha,tsusuwhisti,Eventful,asuwh,asuwh,i-a-ihsk,a_stem,a_present,True,False,False,1,1,1,1,1
612,622,he/she is scheduling a time,tasvstiha,tetsisvstiha,tasvstisko'i,tusvsthanv'i,thisvsta,tsusvstohti,Eventful,svst,svst,cause,cons_stem,a_present,True,False,False,1,1,1,1,1
612,622,he/she is scheduling a time,tasvstiha,tetsisvstiha,tasvstisko'i,tusvsthanv'i,thisvsta,tsusvstohti,Eventful,svst,svst,cause,cons_stem,a_present,True,False,True,1,1,1,1,1
613,623,he/she is ironing,tatheska,tetsitheska,tathesko'i,tuthesv'i,thithvla,tsuthesti,StativeNoImp,thes,thes,stative-k,cons_stem,a_present,True,False,False,1,1,1,1,1
613,623,he/she is ironing,tatheska,tetsitheska,tathesko'i,tuthesv'i,thithvla,tsuthesti,StativeNoImp,thes,thes,stative-k,cons_stem,a_present,True,False,True,1,1,1,1,1
618,628,he/she is releasing him/her,tayoska,tetsiyoska,tayosko'i,tuyosv'i,thiyohi,tsuyohisti,Eventful,yo,yo,sk-s-hi-hihst,cons_stem,a_present,True,False,False,1,1,1,1,1
618,628,he/she is releasing him/her,tayoska,tetsiyoska,tayosko'i,tuyosv'i,thiyohi,tsuyohisti,Eventful,yo,yo,sk-s-hi-hihst,cons_stem,a_present,True,False,True,1,1,1,1,1
620,631,he/she is slamming him/her,tekalvtvnistiha,tetsilvtvnistiha,tekalvtvnistisko'i,tulvtvnisthanv'i,thilvtvnista,tsulvtvnistohti,Eventful,lvtvnist,lvtvnist,cause,r_stem,a_present,True,False,False,1,1,1,1,1
620,631,he/she is slamming him/her,tekalvtvnistiha,tetsilvtvnistiha,tekalvtvnistisko'i,tulvtvnisthanv'i,thilvtvnista,tsulvtvnistohti,Eventful,lvtvnist,lvtvnist,cause,r_stem,a_present,True,False,True,1,1,1,1,1
621,632,he/she is crossing (refers to a road‚ bridge‚ etc.),tekanatiwhska,tetsinatiwhska,tekanatiwhsko'i,tunatiwhsv'i,thinatiwhi,tsunatiwhisti,StativeNoImp,natiwhs,natiwhs,stative-k,r_stem,a_present,True,False,False,1,1,1,1,1
621,632,he/she is crossing (refers to a road‚ bridge‚ etc.),tekanatiwhska,tetsinatiwhska,tekanatiwhsko'i,tunatiwhsv'i,thinatiwhi,tsunatiwhisti,StativeNoImp,natiwhs,natiwhs,stative-k,r_stem,a_present,True,False,True,1,1,1,1,1
622,633,he/she is advertising it,tekanotsalhvska,tetsinotsa'lvska,tekanotsalhvsko'i,tunotsalhanv'i,thinotsalhvka,tsunotsalhti,Eventful,notsal,notsal,hvsk-han,r_stem,a_present,True,False,False,1,1,1,1,1
622,633,he/she is advertising it,tekanotsalhvska,tetsinotsa'lvska,tekanotsalhvsko'i,tunotsalhanv'i,thinotsalhvka,tsunotsalhti,Eventful,notsal,notsal,hvsk-han,r_stem,a_present,True,False,True,1,1,1,1,1
625,636,he/she is explaining it (refers to a Biblical text),tekosisiha,tekosisiha,tekosisisko'i,tuwosisanhv'i,thosisa,tsuwosisohti,Eventful,osis,osis,cause,vowel_stem,a_present,True,False,False,1,1,2,1,1
626,637,he/she is deciding,tekukhtiha,tekukotiha,tekukhtisko'i,tuwukhthanv'i,thukhta,tsuwukhtohti,Eventful,ukht,ukhot,cause,vowel_stem,a_present,True,False,False,1,1,1,1,1
626,637,he/she is deciding,tekukhtiha,tekukotiha,tekukhtisko'i,tuwukhthanv'i,thukhta,tsuwukhtohti,Eventful,ukht,ukot,cause,vowel_stem,a_present,True,False,False,1,1,1,1,1
627,638,he/she is washing (refers to dishes),tekvtiye'a,tekvtiye'a,tekvtiyesko'i,tuwatiye'v'i,thvtiya,tsuwatiyeti,Eventful,vtiy,vtiy,e-a,v_stem,a_present,True,False,False,1,1,1,1,1
628,639,he/she is shelling (refers to peas‚ nut meats‚ etc),tekvthohi'a,tekvthohi'a,tekvthohisko'i,tuwvthohisv'i,thvthohi,tsuwvthohisti,Eventful,vthoh,vthoh,rev-i,vowel_stem,a_present,True,False,False,1,1,1,1,1
722,740,he/she is confronted with it,tutloska,takwatloska,tutlosko'i,tutlosv'i,titsatlohi,tsutlohisti,Eventful,atlo,,sk-s-hi-hihst,a_stem,a_present,False,False,False,1,1,1,1,1
723,741,he/she is called,tuto'a,takwato'a,tuto'o'i,tuto'v'i,tetsato'esti,tsutosti,StativeNoImp,ato',,stative,a_stem,a_present,False,False,False,1,1,1,1,1
724,742,he/she is staggering,tutokhtiha,takwatokhtiha,tutokhtisko'i,tutokhthanv'i,titsatokhta,tsutokhtohti,Eventful,atokht,,cause,a_stem,a_present,False,False,False,1,1,1,1,1
725,743,he/she is getting a rash,tukwenothiska,takikwenothiska,tukwenothisko'i,tukwenothisv'i,titsakwenothihi,tsukwenothisti,Eventful,kwenothi,,sk-s-hst,cons_stem,a_present,False,False,False,1,1,1,2,1
726,744,he/she has horns,tulhka,takilhka,tulhko'i,tulhkv'i,tetsalhkesti,,StativeNoImp,lh,,stative-k,cons_stem,a_present,False,False,False,1,1,2,1,1
726,744,he/she has horns,tulhka,takilhka,tulhko'i,tulhkv'i,tetsalhkesti,,StativeNoImp,lh,,stative-k,r_stem,a_present,False,False,False,1,1,2,1,1
726,744,he/she has horns,tulhka,takilhka,tulhko'i,tulhkv'i,tetsalhkesti,,StativeNoImp,lhk,,stative,cons_stem,a_present,False,False,False,1,1,1,1,1
726,744,he/she has horns,tulhka,takilhka,tulhko'i,tulhkv'i,tetsalhkesti,,StativeNoImp,lhk,,stative,r_stem,a_present,False,False,False,1,1,1,1,1
728,746,he/she is vomiting,tukhstiha,takikhstiha,tukhstisko'i,tukhsthanv'i,titsakhsta,tsukhstohti,Eventful,khst,,cause,cons_stem,a_present,False,False,False,1,1,1,1,1
729,747,he/she is wearing glasses,tukhthinvtha,takwakhthinvtha,tukhthinvtho'i,tukhthinvthv'i,tetsakhthinvthesti,tsukhthinvthti,StativeNoImp,akhthinvt,,stative-h,a_stem,a_present,False,False,False,1,1,2,1,1
729,747,he/she is wearing glasses,tukhthinvtha,takwakhthinvtha,tukhthinvtho'i,tukhthinvthv'i,tetsakhthinvthesti,tsukhthinvthti,StativeNoImp,akhthinvth,,stative,a_stem,a_present,False,False,False,1,1,1,1,1
730,748,he/she is wearing shoes,tulasulha,takwalasulha,tulasulho'i,tulasulhv'i,tetsalasulhesti,,StativeNoImp,alasul,,stative-h,a_stem,a_present,False,False,False,1,1,2,1,1
730,748,he/she is wearing shoes,tulasulha,takwalasulha,tulasulho'i,tulasulhv'i,tetsalasulhesti,,StativeNoImp,alasulh,,stative,a_stem,a_present,False,False,False,1,1,1,1,1
732,750,he/she is wearing gloves,tuliyesula,takwaliyesula,tuliyesulo'i,tuliyesulv'i,thaliyesulvka,tsuliyesuloti,StativeNoImp,aliyesul,,stative,a_stem,a_present,False,False,False,1,1,1,1,1
733,751,he/she is wearing socks,tuliyoha,takwaliyoha,tuliyoho'i,tuliyohv'i,tetsaliyohesti,,StativeNoImp,aliyo,,stative-h,a_stem,a_present,False,False,False,1,1,2,1,1
733,751,he/she is wearing socks,tuliyoha,takwaliyoha,tuliyoho'i,tuliyohv'i,tetsaliyohesti,,StativeNoImp,aliyoh,,stative,a_stem,a_present,False,False,False,1,1,1,1,1
735,753,he/she is working,tulvwhistaneha,takilvwhistaneha,tulvwhistaneho'i,tulvwhistanelv'i,titsalvwhistasi,tsulvwhistanehti,Eventful,lvwhistan,,apl,cons_stem,a_present,False,False,False,1,1,1,1,1
735,753,he/she is working,tulvwhistaneha,takilvwhistaneha,tulvwhistaneho'i,tulvwhistanelv'i,titsalvwhistasi,tsulvwhistanehti,Eventful,lvwhistan,,apl,r_stem,a_present,False,False,False,1,1,1,1,1
737,755,he/she is making footsteps,tustanoyhvhka,takwastanoyhvhka,tustanoyhvhko'i,tustanoyhvhkv'i,titsastanoyhvla,tsustanoyhvlhisti,StativeNoImp,astanoyhvh,,stative-k,a_stem,a_present,False,False,False,1,1,2,1,1
737,755,he/she is making footsteps,tustanoyhvhka,takwastanoyhvhka,tustanoyhvhko'i,tustanoyhvhkv'i,titsastanoyhvla,tsustanoyhvlhisti,StativeNoImp,astanoyhvhk,,stative,a_stem,a_present,False,False,False,1,1,1,1,1
738,756,he/she is releasing it (refers to involuntarily releasing),tuskalestiha,takwaskalestiha,tuskalestisko'i,tuskalesthanv'i,titsaskalesta,tsuskalestohti,Eventful,askalest,,cause,a_stem,a_present,False,False,False,1,1,1,1,1
739,757,he/she is tired,tuyaweka,takiyaweka,tuyaweko'i,tuyawetsv'i,titsayaweki,tsuyawesti,Eventful,yawe,,become,cons_stem,a_present,False,False,False,1,1,1,1,1
739,757,he/she is tired,tuyaweka,takiyaweka,tuyaweko'i,tuyawetsv'i,titsayaweki,tsuyawesti,Eventful,yawe,,become,r_stem,a_present,False,False,False,1,1,1,1,1
740,758,he/she is releasing it (refers to voluntarily releasing),tuyoska,takiyoska,tuyosko'i,tuyosv'i,titsayohi,tsuyohisti,Eventful,yo,,sk-s-hi-hihst,cons_stem,a_present,False,False,False,1,1,1,1,1
740,758,he/she is releasing it (refers to voluntarily releasing),tuyoska,takiyoska,tuyosko'i,tuyosv'i,titsayohi,tsuyohisti,Eventful,yo,,sk-s-hi-hihst,r_stem,a_present,False,False,False,1,1,1,1,1
742,765,he/she is walking around,etoha,ketoha,etoho'i,uwetolv'i,heta,uwetasti,Eventful,et,et,be-at,e_stem,a_present,True,False,False,1,1,1,1,1
746,769,he/she lives,eha,ke'a,eho'i,,hehesti,,Eventful,eh,e',stative,e_stem,a_present,True,False,False,1,1,1,2,1
752,776,he/she thinks so,eli'a,keli'a,elisko'i,uwelisv'i,hela,uwelisti,Eventful,el,el,i-a-i,e_stem,a_present,True,False,False,1,1,2,1,1
759,789,it is hanging (refers to flexible object),kata'a,kata'a,kata'o'i,,hata'esti,,Eventful,at,at,stative-a',a_stem,a_present,True,False,False,1,1,1,2,1
759,789,it is hanging (refers to flexible object),kata'a,kata'a,kata'o'i,,hata'esti,,Eventful,at,at,stative-a',vowel_stem,a_present,True,False,False,1,1,1,2,1
759,789,it is hanging (refers to flexible object),kata'a,kata'a,kata'o'i,,hata'esti,,Eventful,ata',ata',stative,a_stem,a_present,True,False,False,1,1,1,2,1
759,789,it is hanging (refers to flexible object),kata'a,kata'a,kata'o'i,,hata'esti,,Eventful,ata',ata',stative,vowel_stem,a_present,True,False,False,1,1,1,2,1
766,796,he/she is removing it from a hanging position (refers to solid or flexible object),kate'a,kate'a,katesko'i,utesv'i,hataki,utesti,Eventful,at,at,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
775,805,he/she is pitying him/her,katolika,tsiyatolika,katoliko'i,uwatolitsv'i,hiyatoliki,uwatolisti,Eventful,atoli,atoli,become,vowel_stem,a_present,True,False,True,1,1,1,1,1
