corpus_id,entry_no,definition,present,present_1sg,imperfective,perfective,imperative,infinitive,entry_type,h_root,glottal_root,aspect_class,prefix_class,tense_present_class,set_a,plural,animate_objects,variant_present,variant_incompletive,variant_completive,variant_immediate,variant_infinitive
298,305,he/she is playing ball,alaskaliha,kalaskaliha,alaskalisko'i,ulaskalvhv'i,halaskala,ulaskalhti,Eventful,alaskal,alaskal,ih-vh,a_stem,a_present,True,False,False,1,1,1,1,1
300,307,he/she is taking a step,alaskv'a,kalaskv'a,alaskvsko'i,ulaskvsv'i,halaskvna,ulaskvsti,Eventful,alask,alask,v-vhs,a_stem,a_present,True,False,False,1,1,1,1,1
305,312,he/she is placing it in an upright position (refers to a long object),alehtiha,kaletiha,alehtisko'i,ulehthanv'i,halehta,ulehtohti,Eventful,aleht,alet,cause,a_stem,a_present,True,False,False,1,1,1,1,1
306,313,he/she is standing in a certain spot,alehvska,kale'vska,alehvsko'i,ulenhv'i,halehvka,ulehti,Eventful,ale,ale,hvsk-nh,a_stem,a_present,True,False,False,1,1,1,1,1
307,314,he/she is stopping,alewhistiha,kalewistiha,alewhistisko'i,ulewhisthanv'i,halewhista,ulewhistohti,Eventful,alewhist,alewist,cause,a_stem,a_present,True,False,False,1,1,1,1,1
308,315,he/she is stopping him/her,alewhistohtiha,tsiyalewistohtiha,alewhistohtisko'i,ulewhistohthanv'i,hiyalewistohta,ulewhistohtohti,Eventful,alewhistoht,alewistoht,cause,a_stem,a_present,True,False,True,1,1,1,1,1
314,321,he/she is thanking him/her,alihelitsheha,tsiyali'elitsheha,alihelitsheho'i,ulihelitshelv'i,hiyali'elitshisi,ulihelitshehti,Eventful,alihelitsh,ali'elitsh,apl,a_stem,a_present,True,False,True,1,1,1,3,1
315,322,he/she is happy,alihelika,kali'elika,aliheliko'i,ulihelitsv'i,haliheliki,ulihelisti,Eventful,aliheli,ali'eli,become,a_stem,a_present,True,False,False,1,1,1,1,1
317,324,he/she is exchanging it,ali'iti'a,kali'iti'a,ali'itisko'i,uli'itv'i,hali'ita,uli'itisti,Eventful,ali'it,ali'it,i-a-i,a_stem,a_present,True,False,False,1,1,1,1,1
318,325,he/she is running away,alithi'a,kalithi'a,alithisko'i,ulithisv'i,halithi,ulithisti,Eventful,alith,alith,rev-i,a_stem,a_present,True,False,False,1,1,1,1,1
320,327,he/she is taking his/her ring off,aliyesusthki'a,kaliyesusthki'a,aliyesusthkisko'i,uliyesusthkisv'i,haliyesusthki,uliyesusthkisti,Eventful,aliyesusth,aliyesusth,rev-gi,a_stem,a_present,True,False,False,1,1,1,1,1
320,327,he/she is taking his/her ring off,aliyesusthki'a,kaliyesusthki'a,aliyesusthkisko'i,uliyesusthkisv'i,haliyesusthki,uliyesusthkisti,Eventful,aliyesusthk,aliyesusthk,rev-i,a_stem,a_present,True,False,False,1,1,1,1,1
322,329,he/she is putting a ring on his/her finger,aliyesusthvska,kaliyesusthvska,aliyesusthvsko'i,uliyesusthanv'i,haliyesusthvka,uliyesusthvsti,Eventful,aliyesust,aliyesust,hvsk-han,a_stem,a_present,True,False,False,1,1,1,1,2
325,332,he/she is ascending,alhsalati'a,kalisalati'a,alhsalatisko'i,ulhsalatanv'i,halhsalatvka,ulhsalatoti,Eventful,alhsalat,alhisalat,i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
325,332,he/she is ascending,alhsalati'a,kalisalati'a,alhsalatisko'i,ulhsalatanv'i,halhsalatvka,ulhsalatoti,Eventful,alhsalat,alisalat,i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
327,334,he/she is eating a meal,alhstayvhvska,kalistayvhvska,alhstayvhvsko'i,ulhstayvnhv'i,halhstayvhvka,ulhstayhti,Eventful,alhstay,alhistay,episodic,a_stem,a_present,True,False,False,1,1,1,1,1
327,334,he/she is eating a meal,alhstayvhvska,kalistayvhvska,alhstayvhvsko'i,ulhstayvnhv'i,halhstayvhvka,ulhstayhti,Eventful,alhstay,alistay,episodic,a_stem,a_present,True,False,False,1,1,1,1,1
327,334,he/she is eating a meal,alhstayvhvska,kalistayvhvska,alhstayvhvsko'i,ulhstayvnhv'i,halhstayvhvka,ulhstayhti,Eventful,alhstayv,alhistayv,hvsk-nh,a_stem,a_present,True,False,False,1,1,1,1,2
327,334,he/she is eating a meal,alhstayvhvska,kalistayvhvska,alhstayvhvsko'i,ulhstayvnhv'i,halhstayvhvka,ulhstayhti,Eventful,alhstayv,alistayv,hvsk-nh,a_stem,a_present,True,False,False,1,1,1,1,2
329,336,he/she is helping,alhsteliha,kalisteliha,alhstelisko'i,ulhstelvhv'i,halhstela,ulhstelhti,Eventful,alhstel,alhistel,ih-vh,a_stem,a_present,True,False,False,1,1,1,1,1
329,336,he/she is helping,alhsteliha,kalisteliha,alhstelisko'i,ulhstelvhv'i,halhstela,ulhstelhti,Eventful,alhstel,alistel,ih-vh,a_stem,a_present,True,False,False,1,1,1,1,1
330,337,he/she is taking off his/her cap,alhstule'a,kalistule'a,alhstulesko'i,ulhstulesv'i,halhstulaki,ulhstulesti,Eventful,alhstul,alhistul,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
330,337,he/she is taking off his/her cap,alhstule'a,kalistule'a,alhstulesko'i,ulhstulesv'i,halhstulaki,ulhstulesti,Eventful,alhstul,alistul,rev-e,a_stem,a_present,True,False,False,1,1,1,1,1
331,338,he/she is washing his/her hair,alhstuleha,kalistuleha,alhstulesko'i,ulhstulehv'i,halhstula,ulhstulhti,Eventful,alhstul,alhistul,apl-active-a,a_stem,a_present,True,False,False,1,1,1,1,1
331,338,he/she is washing his/her hair,alhstuleha,kalistuleha,alhstulesko'i,ulhstulehv'i,halhstula,ulhstulhti,Eventful,alhstul,alistul,apl-active-a,a_stem,a_present,True,False,False,1,1,1,1,1
332,339,he/she is putting on a cap,alhstuli'a,kalistuli'a,alhstulisko'i,ulhstulanv'i,halhstulvka,ulhstuloti,Eventful,alhstul,alhistul,i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
332,339,he/she is putting on a cap,alhstuli'a,kalistuli'a,alhstulisko'i,ulhstulanv'i,halhstulvka,ulhstuloti,Eventful,alhstul,alistul,i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
334,341,he/she is taking a seat,alhstvlhuska,kalistvlhuska,alhstvlhusko'i,ulhstvlhunv'i,halhstvlhuka,ulhstvlhusti,Eventful,alhstvl,alhistvl,husk,a_stem,a_present,True,False,False,1,1,1,1,1
334,341,he/she is taking a seat,alhstvlhuska,kalistvlhuska,alhstvlhusko'i,ulhstvlhunv'i,halhstvlhuka,ulhstvlhusti,Eventful,alhstvl,alistvl,husk,a_stem,a_present,True,False,False,1,1,1,1,1
336,343,he/she is dancing,alhski'a,kaliski'a,alhskisko'i,ulhskisv'i,halhski,ulhskisti,Eventful,alhs,alhis,rev-gi,a_stem,a_present,True,False,False,1,1,1,1,1
336,343,he/she is dancing,alhski'a,kaliski'a,alhskisko'i,ulhskisv'i,halhski,ulhskisti,Eventful,alhs,alis,rev-gi,a_stem,a_present,True,False,False,1,1,1,1,1
336,343,he/she is dancing,alhski'a,kaliski'a,alhskisko'i,ulhskisv'i,halhski,ulhskisti,Eventful,alhsk,alhisk,rev-i,a_stem,a_present,True,False,False,1,1,1,1,1
336,343,he/she is dancing,alhski'a,kaliski'a,alhskisko'i,ulhskisv'i,halhski,ulhskisti,Eventful,alhsk,alisk,rev-i,a_stem,a_present,True,False,False,1,1,1,1,1
337,344,he/she is permitting him/her,alhskolhtaneha,tsiyaliskolhtaneha,alhskolhtaneho'i,ulhskolhtanelv'i,hiyaliskolhtasi,ulhskolhtanehti,Eventful,alhskolhtan,alhiskolhtan,apl,a_stem,a_present,True,False,True,1,1,1,1,1
337,344,he/she is permitting him/her,alhskolhtaneha,tsiyaliskolhtaneha,alhskolhtaneho'i,ulhskolhtanelv'i,hiyaliskolhtasi,ulhskolhtanehti,Eventful,alhskolhtan,aliskolhtan,apl,a_stem,a_present,True,False,True,1,1,1,1,1
338,345,he/she is nodding his/her head,alhskuska,kaliskuska,alhskusko'i,ulhskuyhv'i,halhskuyha,ulhskusti,Eventful,alhsku,alhisku,sk-h-yh,a_stem,a_present,True,False,False,1,1,1,1,1
338,345,he/she is nodding his/her head,alhskuska,kaliskuska,alhskusko'i,ulhskuyhv'i,halhskuyha,ulhskusti,Eventful,alhsku,alisku,sk-h-yh,a_stem,a_present,True,False,False,1,1,1,1,1
339,346,it’s ending,alhskwati'a,,alhskwatisko'i,ulhskwatv'i,,ulhskwatisti,Eventful,alhskwat,,i-a-i,a_stem,a_present,True,False,False,1,1,1,1,1
339,346,it’s ending,alhskwati'a,,alhskwatisko'i,ulhskwatv'i,,ulhskwatisti,Eventful,alhskwat,,i-a-i,a_stem,a_present,True,False,True,1,1,1,1,1
339,346,it’s ending,alhskwati'a,,alhskwatisko'i,ulhskwatv'i,,ulhskwatisti,Eventful,lhskwat,,i-a-i,cons_stem,a_present,True,False,False,1,1,1,1,1
339,346,it’s ending,alhskwati'a,,alhskwatisko'i,ulhskwatv'i,,ulhskwatisti,Eventful,lhskwat,,i-a-i,cons_stem,a_present,True,False,True,1,1,1,1,1
340,347,he/she is sticking his/her head out,alhskwaluti'a,kaliskwaluti'a,alhskwalutisko'i,ulhskwalutanv'i,halhskwalutvka,ulhskwalutoti,Eventful,alhskwalut,alhiskwalut,i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
340,347,he/she is sticking his/her head out,alhskwaluti'a,kaliskwaluti'a,alhskwalutisko'i,ulhskwalutanv'i,halhskwalutvka,ulhskwalutoti,Eventful,alhskwalut,aliskwalut,i-vka,a_stem,a_present,True,False,False,1,1,1,1,1
341,348,he/she is taking his/her hat off,alhskwethuhki'a,kaliskwethuhki'a,alhskwethuhkisko'i,ulhskwethuhkisv'i,halhskwethuhki,ulhskwethuhkisti,Eventful,alhskwethuh,alhiskwethuh,rev-gi,a_stem,a_present,True,False,False,1,1,1,1,1
341,348,he/she is taking his/her hat off,alhskwethuhki'a,kaliskwethuhki'a,alhskwethuhkisko'i,ulhskwethuhkisv'i,halhskwethuhki,ulhskwethuhkisti,Eventful,alhskwethuh,aliskwethuh,rev-gi,a_stem,a_present,True,False,False,1,1,1,1,1
341,348,he/she is taking his/her hat off,alhskwethuhki'a,kaliskwethuhki'a,alhskwethuhkisko'i,ulhskwethuhkisv'i,halhskwethuhki,ulhskwethuhkisti,Eventful,alhskwethuhk,alhiskwethuhk,rev-i,a_stem,a_present,True,False,False,1,1,1,1,1
341,348,he/she is taking his/her hat off,alhskwethuhki'a,kaliskwethuhki'a,alhskwethuhkisko'i,ulhskwethuhkisv'i,halhskwethuhki,ulhskwethuhkisti,Eventful,alhskwethuhk,aliskwethuhk,rev-i,a_stem,a_present,True,False,False,1,1,1,1,1
344,351,he/she is setting a goal,alhsostiha,kalisostiha,alhsostisko'i,ulhsosthanv'i,halhsosta,ulhsostohti,Eventful,alhsost,alhisost,cause,a_stem,a_present,True,False,False,1,1,1,1,1
344,351,he/she is setting a goal,alhsostiha,kalisostiha,alhsostisko'i,ulhsosthanv'i,halhsosta,ulhsostohti,Eventful,alhsost,alisost,cause,a_stem,a_present,True,False,False,1,1,1,1,1
345,352,he/she is smelling it (refers to sniffing),alhsvstiha,kalisvstiha,alhsvstisko'i,ulhsvsthanv'i,halhsvsta,ulhsvstohti,Eventful,alhsvst,alhisvst,cause,a_stem,a_present,True,False,False,1,1,1,1,1
345,352,he/she is smelling it (refers to sniffing),alhsvstiha,kalisvstiha,alhsvstisko'i,ulhsvsthanv'i,halhsvsta,ulhsvstohti,Eventful,alhsvst,alisvst,cause,a_stem,a_present,True,False,False,1,1,1,1,1
355,362,they are gathering,anatalhisiha,otsatalhisiha,anatalhisisko'i,unatalhisanhv'i,itsatalhisa,unatalhisohti,Eventful,atalhis,,cause,a_stem,a_present,True,True,False,1,1,2,1,1
355,362,they are gathering,anatalhisiha,otsatalhisiha,anatalhisisko'i,unatalhisanhv'i,itsatalhisa,unatalhisohti,Eventful,atalhis,,cause,vowel_stem,a_present,True,True,False,1,1,2,1,1
356,363,it’s lightning,anakaliha,,anakalisko'i,unakalvhv'i,,,Eventful,akal,,ih-vh,a_stem,a_present,True,True,False,1,1,1,1,1
356,363,it’s lightning,anakaliha,,anakalisko'i,unakalvhv'i,,,Eventful,akal,,ih-vh,vowel_stem,a_present,True,True,False,1,1,1,1,1
356,363,it’s lightning,anakaliha,,anakalisko'i,unakalvhv'i,,,Eventful,anakal,,ih-vh,a_stem,a_present,True,False,False,1,1,1,1,1
356,363,it’s lightning,anakaliha,,anakalisko'i,unakalvhv'i,,,Eventful,anakal,,ih-vh,a_stem,a_present,True,False,True,1,1,1,1,1
356,363,it’s lightning,anakaliha,,anakalisko'i,unakalvhv'i,,,Eventful,nakal,,ih-vh,cons_stem,a_present,True,False,False,1,1,1,1,1
356,363,it’s lightning,anakaliha,,anakalisko'i,unakalvhv'i,,,Eventful,nakal,,ih-vh,cons_stem,a_present,True,False,True,1,1,1,1,1
359,366,they are getting together,analikohvska,otsalikohvska,analikohvsko'i,unalikonhv'i,itsalikohvka,unalikhti,Eventful,aliko,,hvsk-nh,a_stem,a_present,True,True,False,1,1,1,1,2
359,366,they are getting together,analikohvska,otsalikohvska,analikohvsko'i,unalikonhv'i,itsalikohvka,unalikhti,Eventful,aliko,,hvsk-nh,vowel_stem,a_present,True,True,False,1,1,1,1,2
361,368,he/she is attempting it,anelhtiha,kanelhtiha,anelhtisko'i,unelhthanv'i,hanelhta,unelhtohti,Eventful,anelht,anelht,cause,a_stem,a_present,True,False,False,1,1,1,1,1
362,369,he is getting married,anelati'a,kanelati'a,anelatisko'i,unelatv'i,hanelata,unelatisti,Eventful,anelat,anelat,i-a-i,a_stem,a_present,True,False,False,1,1,1,1,1
363,370,he/she is remembering him/her,anhtati'a,tsiyanvtati'a,anhtatisko'i,unhtatv'i,hiyanvtata,unhtatisti,Eventful,anhtat,anhvtat,i-a-i,a_stem,a_present,True,False,True,1,1,1,1,1
363,370,he/she is remembering him/her,anhtati'a,tsiyanvtati'a,anhtatisko'i,unhtatv'i,hiyanvtata,unhtatisti,Eventful,anhtat,anvtat,i-a-i,a_stem,a_present,True,False,True,1,1,1,1,1
366,373,they are asleep (refers to more than two),anilhina,otsilhina,anilhino'i,,,,Eventful,ilhin,,stative,vowel_stem,a_present,True,True,False,1,1,1,1,1
366,373,they are asleep (refers to more than two),anilhina,otsilhina,anilhino'i,,,,Eventful,lhin,,stative,cons_stem,a_present,True,True,False,1,1,1,1,1
366,373,they are asleep (refers to more than two),anilhina,otsilhina,anilhino'i,,,,Eventful,lhin,,stative,r_stem,a_present,True,True,False,1,1,1,1,1
373,380,he/she is setting a trap,asatvska,tsisatvska,asatvsko'i,usatvnv'i,hisatv'vka,usatvti,Eventful,sat,sat,vsk,cons_stem,a_present,True,False,False,1,1,1,2,1
373,380,he/she is setting a trap,asatvska,tsisatvska,asatvsko'i,usatvnv'i,hisatv'vka,usatvti,Eventful,sat,sat,vsk,cons_stem,a_present,True,False,True,1,1,1,2,1
374,381,he/she is lifting him/her,asalati'a,tsisalati'a,asalatisko'i,usalatanv'i,hisalatvka,usalatoti,Eventful,salat,salat,i-vka,cons_stem,a_present,True,False,False,1,1,1,1,1
374,381,he/she is lifting him/her,asalati'a,tsisalati'a,asalatisko'i,usalatanv'i,hisalatvka,usalatoti,Eventful,salat,salat,i-vka,cons_stem,a_present,True,False,True,1,1,1,1,1
377,384,he/she is making it crisp,astakayhtiha,tsistakayhtiha,astakayhtisko'i,ustakayhthanv'i,histakayhta,ustakayhtohti,Eventful,stakayht,stakayht,cause,cons_stem,a_present,True,False,False,1,1,1,1,1
377,384,he/she is making it crisp,astakayhtiha,tsistakayhtiha,astakayhtisko'i,ustakayhthanv'i,histakayhta,ustakayhtohti,Eventful,stakayht,stakayht,cause,cons_stem,a_present,True,False,True,1,1,1,1,1
378,385,it’s becoming crisp,astakayvhiha,,astakayvhiho'i,ustakayvlhv'i,,,Eventful,astakayv,,hih-lh,a_stem,a_present,True,False,False,1,1,1,1,1
378,385,it’s becoming crisp,astakayvhiha,,astakayvhiho'i,ustakayvlhv'i,,,Eventful,astakayv,,hih-lh,a_stem,a_present,True,False,True,1,1,1,1,1
378,385,it’s becoming crisp,astakayvhiha,,astakayvhiho'i,ustakayvlhv'i,,,Eventful,stakayv,,hih-lh,cons_stem,a_present,True,False,False,1,1,1,1,1
378,385,it’s becoming crisp,astakayvhiha,,astakayvhiho'i,ustakayvlhv'i,,,Eventful,stakayv,,hih-lh,cons_stem,a_present,True,False,True,1,1,1,1,1
380,387,he/she is drawing a line,astanvnhvska,tsistanvnhvska,astanvnhvsko'i,ustanvnhanv'i,histanvnhvka,ustanvnhti,Eventful,stanvn,stanvn,hvsk-han,cons_stem,a_present,True,False,False,1,1,1,1,1
380,387,he/she is drawing a line,astanvnhvska,tsistanvnhvska,astanvnhvsko'i,ustanvnhanv'i,histanvnhvka,ustanvnhti,Eventful,stanvn,stanvn,hvsk-han,cons_stem,a_present,True,False,True,1,1,1,1,1
381,388,he/she is following him/her,astawateka,tsistawateka,astawateko'i,ustawatvsv'i,histawatuka,ustawatvsti,Eventful,stawat,stawat,go,cons_stem,a_present,True,False,False,1,1,1,1,1
381,388,he/she is following him/her,astawateka,tsistawateka,astawateko'i,ustawatvsv'i,histawatuka,ustawatvsti,Eventful,stawat,stawat,go,cons_stem,a_present,True,False,True,1,1,1,1,1
382,389,he/she is helping him/her,asteliha,tsisteliha,astelisko'i,ustelvhv'i,histela,ustelhti,Eventful,stel,stel,ih-vh,cons_stem,a_present,True,False,False,1,1,1,1,1
382,389,he/she is helping him/her,asteliha,tsisteliha,astelisko'i,ustelvhv'i,histela,ustelhti,Eventful,stel,stel,ih-vh,cons_stem,a_present,True,False,True,1,1,1,1,1
383,390,he/she is braiding it,asteyoha,tsisteyoha,asteyoho'i,usteyolv'i,histeyaka,usteyoti,Eventful,stey,stey,oh-ol,cons_stem,a_present,True,False,False,1,1,1,1,1
383,390,he/she is braiding it,asteyoha,tsisteyoha,asteyoho'i,usteyolv'i,histeyaka,usteyoti,Eventful,stey,stey,oh-ol,cons_stem,a_present,True,False,True,1,1,1,1,1
384,391,he/she is eating it (refers to a long object),astiki'a,tsistiki'a,astikisko'i,ustikv'i,histika,ustikisti,Eventful,stik,stik,i-a-i,cons_stem,a_present,True,False,False,1,1,1,1,1
384,391,he/she is eating it (refers to a long object),astiki'a,tsistiki'a,astikisko'i,ustikv'i,histika,ustikisti,Eventful,stik,stik,i-a-i,cons_stem,a_present,True,False,True,1,1,1,1,1
386,393,he/she is crushing it,asto'a,tsisto'a,astosko'i,usto'v'i,histotsa,ustosti,Eventful,st,st,o,cons_stem,a_present,True,False,False,1,1,1,1,1
386,393,he/she is crushing it,asto'a,tsisto'a,astosko'i,usto'v'i,histotsa,ustosti,Eventful,st,st,o,cons_stem,a_present,True,False,True,1,1,1,1,1
388,395,he/she is trimming it (refers to hair‚ grass‚ hedge; but not paper‚ cloth),astoyeha,tsistoyeha,astoyesko'i,ustoyehv'i,histoya,ustoyhti,Eventful,stoy,stoy,apl-active-a,cons_stem,a_present,True,False,False,1,1,1,1,1
388,395,he/she is trimming it (refers to hair‚ grass‚ hedge; but not paper‚ cloth),astoyeha,tsistoyeha,astoyesko'i,ustoyehv'i,histoya,ustoyhti,Eventful,stoy,stoy,apl-active-a,cons_stem,a_present,True,False,True,1,1,1,1,1
390,397,he/she is opening it,astu'i'a,tsistu'i'a,astu'isko'i,ustu'isv'i,histu'i,ustu'isti,Eventful,stu,stu,rev-'i,cons_stem,a_present,True,False,False,1,1,1,1,1
390,397,he/she is opening it,astu'i'a,tsistu'i'a,astu'isko'i,ustu'isv'i,histu'i,ustu'isti,Eventful,stu,stu,rev-'i,cons_stem,a_present,True,False,True,1,1,1,1,1
390,397,he/she is opening it,astu'i'a,tsistu'i'a,astu'isko'i,ustu'isv'i,histu'i,ustu'isti,Eventful,stu',stu',rev-i,cons_stem,a_present,True,False,False,1,1,1,1,1
390,397,he/she is opening it,astu'i'a,tsistu'i'a,astu'isko'i,ustu'isv'i,histu'i,ustu'isti,Eventful,stu',stu',rev-i,cons_stem,a_present,True,False,True,1,1,1,1,1
392,399,he/she is sandwiching it,astvhalhvska,tsistvhalhvska,astvhalhvsko'i,ustvhalhanv'i,histvhalhvka,ustvhalhti,Eventful,stvhal,stvhal,hvsk-han,cons_stem,a_present,True,False,False,1,1,1,1,1
392,399,he/she is sandwiching it,astvhalhvska,tsistvhalhvska,astvhalhvsko'i,ustvhalhanv'i,histvhalhvka,ustvhalhti,Eventful,stvhal,stvhal,hvsk-han,cons_stem,a_present,True,False,True,1,1,1,1,1
397,404,he/she is including him/her (refers to in counting),asestiha,tsiyasestiha,asestisko'i,usesthanv'i,hiyasesta,usestohti,Eventful,asest,asest,cause,a_stem,a_present,True,False,True,1,1,1,1,1
398,405,he/she is withdrawing (refers to a motion),asesiha,kasesiha,asesisko'i,usesvhv'i,hasesa,usesvhti,Eventful,ases,ases,ih-vh,a_stem,a_present,True,False,False,1,1,1,1,2
400,407,he/she is reprimanding him/her,askaka,tsiskaka,askako'i,uskatsv'i,hiskaki,uskayhsti,Eventful,ska,ska,become,cons_stem,a_present,True,False,False,1,1,1,1,3
400,407,he/she is reprimanding him/her,askaka,tsiskaka,askako'i,uskatsv'i,hiskaki,uskayhsti,Eventful,ska,ska,become,cons_stem,a_present,True,False,True,1,1,1,1,3
405,412,he/she is committing a crime,askanvka,tsiskanvka,askanvko'i,uskanvtsv'i,hiskanvki,uskanvyhsti,Eventful,skanv,skanv,become,cons_stem,a_present,True,False,False,1,1,1,1,3
405,412,he/she is committing a crime,askanvka,tsiskanvka,askanvko'i,uskanvtsv'i,hiskanvki,uskanvyhsti,Eventful,skanv,skanv,become,cons_stem,a_present,True,False,True,1,1,1,1,3
410,417,he/she is dreaming about him/her,askitska,tsiyaskitska,askitsko'i,uskitsv'i,hiyaskitsa,uskitsti,StativeNoImp,askits,askits,stative-k,a_stem,a_present,True,False,True,1,1,1,1,1
411,418,he/she is gnawing it,askoki'a,tsiskoki'a,askokisko'i,uskokv'i,hiskoka,uskokisti,Eventful,skok,skok,i-a-i,cons_stem,a_present,True,False,False,1,1,1,1,1
411,418,he/she is gnawing it,askoki'a,tsiskoki'a,askokisko'i,uskokv'i,hiskoka,uskokisti,Eventful,skok,skok,i-a-i,cons_stem,a_present,True,False,True,1,1,1,1,1
413,420,he/she is rubbing him/her,askoliye'a,tsiyaskoliye'a,askoliyesko'i,uskoliye'v'i,hiyaskoliya,uskoliyeti,Eventful,askoliy,askoliy,e-a,a_stem,a_present,True,False,True,1,1,1,1,1
416,423,it’s fading,askolvka,,askolvko'i,uskolvtsv'i,,uskolvyhsti,Eventful,askolv,,become,a_stem,a_present,True,False,False,1,1,1,1,3
416,423,it’s fading,askolvka,,askolvko'i,uskolvtsv'i,,uskolvyhsti,Eventful,askolv,,become,a_stem,a_present,True,False,True,1,1,1,1,3
416,423,it’s fading,askolvka,,askolvko'i,uskolvtsv'i,,uskolvyhsti,Eventful,skolv,,become,cons_stem,a_present,True,False,False,1,1,1,1,3
416,423,it’s fading,askolvka,,askolvko'i,uskolvtsv'i,,uskolvyhsti,Eventful,skolv,,become,cons_stem,a_present,True,False,True,1,1,1,1,3
417,424,he/she is digging it,askoska,kaskoska,askosko'i,uskosv'i,haskola,uskosti,Eventful,asko,asko,sk-s-la,a_stem,a_present,True,False,False,1,1,1,1,1
419,426,he/she is finishing it,askwati'a,tsiskwati'a,askwatisko'i,uskwatv'i,hiskwata,uskwatisti,Eventful,skwat,skwat,i-a-i,cons_stem,a_present,True,False,False,1,1,1,1,1
419,426,he/she is finishing it,askwati'a,tsiskwati'a,askwatisko'i,uskwatv'i,hiskwata,uskwatisti,Eventful,skwat,skwat,i-a-i,cons_stem,a_present,True,False,True,1,1,1,1,1
421,428,he/she is catching him/her (refers to a falling person or object),askwalhe'a,tsiskwalhe'a,askwalhesko'i,uskwalhesv'i,hiskwalhaki,uskwalhesti,Eventful,skwalh,skwalh,rev-e,cons_stem,a_present,True,False,False,1,1,1,1,1
421,428,he/she is catching him/her (refers to a falling person or object),askwalhe'a,tsiskwalhe'a,askwalhesko'i,uskwalhesv'i,hiskwalhaki,uskwalhesti,Eventful,skwalh,skwalh,rev-e,cons_stem,a_present,True,False,True,1,1,1,1,1
423,430,it’s getting shorter,askwaloka,tsiskwaloka,askwaloko'i,uskwalotsv'i,hiskwaloki,uskwaloyhsti,Eventful,skwalo,skwalo,become,cons_stem,a_present,True,False,False,1,1,1,1,3
423,430,it’s getting shorter,askwaloka,tsiskwaloka,askwaloko'i,uskwalotsv'i,hiskwaloki,uskwaloyhsti,Eventful,skwalo,skwalo,become,cons_stem,a_present,True,False,True,1,1,1,1,3
424,431,he/she is breaking it (refers to a long object),askwalhska,tsiskwalhska,askwalhsko'i,uskwalhsv'i,hiskwala,uskwalhsti,StativeNoImp,skwalhs,skwalhs,stative-k,cons_stem,a_present,True,False,False,1,1,1,1,1
424,431,he/she is breaking it (refers to a long object),askwalhska,tsiskwalhska,askwalhsko'i,uskwalhsv'i,hiskwala,uskwalhsti,StativeNoImp,skwalhs,skwalhs,stative-k,cons_stem,a_present,True,False,True,1,1,1,1,1
425,432,he/she is hitting him/her on the head with it (refers to a long object),askwalvniha,tsiskwalvniha,askwalvniho'i,uskwalvnilv'i,hiskwalvnika,uskwalvnisti,Eventful,skwalvn,skwalvn,ih-il,cons_stem,a_present,True,False,False,1,1,1,1,1
425,432,he/she is hitting him/her on the head with it (refers to a long object),askwalvniha,tsiskwalvniha,askwalvniho'i,uskwalvnilv'i,hiskwalvnika,uskwalvnisti,Eventful,skwalvn,skwalvn,ih-il,cons_stem,a_present,True,False,True,1,1,1,1,1
427,434,he/she is amazed,askwanikoska,tsiskwanikoska,askwanikosko'i,uskwanikosv'i,hiskwanikohi,uskwanikohisti,Eventful,skwaniko,skwaniko,sk-s-hi-hihst,cons_stem,a_present,True,False,False,1,1,1,1,1
427,434,he/she is amazed,askwanikoska,tsiskwanikoska,askwanikosko'i,uskwanikosv'i,hiskwanikohi,uskwanikohisti,Eventful,skwaniko,skwaniko,sk-s-hi-hihst,cons_stem,a_present,True,False,True,1,1,1,1,1
428,435,he/she is sucking it,askwanutska,tsiskwanutska,askwanutsko'i,uskwanutsv'i,hiskwanutsa,uskwanutsti,StativeNoImp,skwanuts,skwanuts,stative-k,cons_stem,a_present,True,False,False,1,1,1,1,1
428,435,he/she is sucking it,askwanutska,tsiskwanutska,askwanutsko'i,uskwanutsv'i,hiskwanutsa,uskwanutsti,StativeNoImp,skwanuts,skwanuts,stative-k,cons_stem,a_present,True,False,True,1,1,1,1,1
429,436,he/she is hitting him/her on the abdomen with it (refers to a long object),askwohalvniha,tsiskwohalvniha,askwohalvniho'i,uskwohalvnilv'i,hiskwohalvnika,uskwohalvnisti,Eventful,skwohalvn,skwohalvn,ih-il,cons_stem,a_present,True,False,False,1,1,1,1,1
429,436,he/she is hitting him/her on the abdomen with it (refers to a long object),askwohalvniha,tsiskwohalvniha,askwohalvniho'i,uskwohalvnilv'i,hiskwohalvnika,uskwohalvnisti,Eventful,skwohalvn,skwohalvn,ih-il,cons_stem,a_present,True,False,True,1,1,1,1,1
430,437,he/she is placing his/her hand on him/her,asihthati'a,tsiyasihthati'a,asihthatisko'i,usihthatv'i,hiyasihthata,usihthatisti,Eventful,asihthat,asihthat,i-a-i,a_stem,a_present,True,False,True,1,1,1,1,1
